Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,Enrollment Type,Total Points Redeemed
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,79106,Married,Nova,Standard,490
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,71633,Married,Aurora,2023 Promotion,1734
Quebec,Montreal,H2Y 2W2,Male,Bachelor,56224,Married,Nova,Standard,3228
Ontario,Toronto,P2T 6G3,Female,Bachelor,59490,Single,Aurora,Standard,1896
Ontario,Toronto,M8Y 4K8,Female,Bachelor,76485,Single,Aurora,2023 Promotion,1235
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,48538,Married,Nova,Standard,941
Quebec,Tremblant,H5Y 2S9,Female,High School or Below,59849,Divorced,Star,Standard,1443
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54188,Married,Nova,Standard,424
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,52213,Married,Star,Standard,623
British Columbia,Victoria,V10 6T5,Male,Bachelor,70482,Married,Nova,Standard,470
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,77705,Married,Aurora,Standard,1138
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,74431,Married,Star,2023 Promotion,1988
Ontario,Toronto,P5S 6R4,Female,Bachelor,54689,Married,Nova,Standard,1054
Ontario,London,M5B 3E4,Female,Bachelor,57887,Married,Nova,Standard,1249
Ontario,Toronto,M2Z 4K1,Female,Bachelor,74863,Married,Nova,Standard,537
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,55023,Married,Nova,Standard,1552
Quebec,Montreal,H2Y 2W2,Male,Bachelor,64704,Married,Nova,Standard,2694
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,58153,Single,Aurora,Standard,437
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,49125,Divorced,Aurora,2023 Promotion,489
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,69805,Married,Star,Standard,797
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,17166,Married,Star,2023 Promotion,519
Ontario,Toronto,P2T 6G3,Female,Bachelor,68069,Married,Star,Standard,953
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,49366,Married,Star,Standard,1862
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62245,Married,Nova,Standard,1476
Ontario,Toronto,P2T 6G3,Female,Bachelor,80320,Single,Nova,Standard,599
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,67827,Divorced,Nova,2018 Promotion,2166
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,75642,Married,Aurora,Standard,604
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,77288,Married,Star,Standard,383
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,79483,Married,Nova,Standard,1578
Alberta,Calgary,T3E 2V9,Male,Bachelor,50663,Married,Nova,Standard,501
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,74470,Married,Star,Standard,2982
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,63192,Divorced,Aurora,Standard,850
Ontario,Ottawa,K1F 2R2,Female,Bachelor,60659,Married,Star,Standard,546
Quebec,Montreal,H2T 2J6,Male,Bachelor,53360,Single,Aurora,Standard,2188
British Columbia,Victoria,V10 6T5,Female,Bachelor,42484,Married,Aurora,2023 Promotion,1583
Quebec,Montreal,H2Y 4R4,Female,Bachelor,75463,Married,Nova,2023 Promotion,1746
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,57377,Single,Nova,Standard,2468
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,55487,Married,Nova,Standard,520
Ontario,Ottawa,K1F 2R2,Female,Bachelor,46971,Married,Star,Standard,1323
Ontario,Toronto,P2T 6G3,Male,Bachelor,68255,Married,Star,Standard,1718
Quebec,Quebec City,G1B 3L5,Male,Bachelor,72416,Married,Star,Standard,1214
British Columbia,Victoria,V10 6T5,Female,Bachelor,54455,Married,Aurora,2023 Promotion,1382
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78202,Single,Aurora,Standard,736
Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,79325,Married,Aurora,Standard,396
Ontario,Toronto,M2P 4F6,Male,Bachelor,61813,Married,Star,Standard,460
Alberta,Calgary,T3E 2V9,Male,Bachelor,60942,Married,Nova,Standard,1134
Ontario,Toronto,P1W 1K4,Male,Bachelor,55002,Married,Star,Standard,1168
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,69274,Single,Aurora,Standard,1670
Quebec,Hull,J8Y 3Z5,Female,Bachelor,76452,Married,Aurora,Standard,1672
Alberta,Edmonton,T9G 1W3,Female,Bachelor,50412,Single,Nova,Standard,1057
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,53954,Married,Aurora,Standard,1209
Ontario,Toronto,P5S 6R4,Male,High School or Below,60417,Married,Nova,Standard,1645
Ontario,Toronto,M2M 7K8,Female,Bachelor,71772,Married,Star,Standard,943
British Columbia,Victoria,V10 6T5,Male,Bachelor,53636,Married,Star,Standard,987
Ontario,London,M5B 3E4,Male,Bachelor,55550,Married,Star,Standard,2227
Ontario,Kingston,M9K 2P4,Female,Bachelor,60235,Divorced,Star,Standard,1081
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,67717,Divorced,Nova,Standard,1105
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,56747,Married,Star,Standard,487
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,59262,Married,Star,Standard,1743
Alberta,Edmonton,T9G 1W3,Female,Bachelor,53176,Married,Aurora,Standard,630
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62198,Married,Aurora,Standard,1764
Quebec,Montreal,H2T 9K8,Male,Bachelor,73273,Married,Nova,Standard,1052
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,35225,Married,Nova,2023 Promotion,743
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,71498,Married,Star,Standard,2176
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,57809,Divorced,Star,Standard,968
Quebec,Quebec City,G1B 3L5,Male,Bachelor,68887,Married,Star,Standard,483
Ontario,Toronto,P1J 8T7,Male,Bachelor,75509,Divorced,Star,Standard,344
Ontario,Toronto,P1W 1K4,Female,Bachelor,67755,Married,Nova,Standard,1292
Quebec,Montreal,H2T 9K8,Female,High School or Below,69519,Married,Star,Standard,1130
Quebec,Montreal,H2T 2J6,Female,High School or Below,50545,Married,Star,Standard,741
Quebec,Montreal,H2Y 2W2,Male,Bachelor,65470,Married,Aurora,Standard,1293
Ontario,Toronto,P2T 6G3,Male,Bachelor,52712,Married,Aurora,Standard,370
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,52367,Married,Aurora,Standard,800
Quebec,Quebec City,G1B 3L5,Male,Bachelor,49512,Married,Nova,Standard,697
Ontario,Toronto,M2M 7K8,Female,Bachelor,51157,Married,Star,Standard,957
Ontario,Toronto,M8Y 4K8,Male,Bachelor,52635,Single,Aurora,Standard,598
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,80191,Single,Aurora,Standard,567
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,53814,Divorced,Nova,Standard,1839
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,69098,Married,Star,Standard,834
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,70540,Divorced,Star,Standard,488
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,76660,Single,Aurora,Standard,871
Quebec,Montreal,H2T 2J6,Female,Bachelor,72157,Divorced,Star,Standard,933
Ontario,Toronto,P1L 8X8,Male,Bachelor,63048,Single,Star,Standard,431
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,66516,Married,Nova,Standard,633
Ontario,Trenton,K8V 4B2,Female,Bachelor,48181,Married,Star,Standard,2312
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,64526,Single,Nova,Standard,785
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,73455,Divorced,Nova,Standard,2320
Ontario,Toronto,M2M 7K8,Male,Bachelor,67756,Married,Nova,Standard,1040
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,60235,Divorced,Nova,Standard,983
Ontario,Toronto,P1W 1K4,Male,Bachelor,57257,Married,Nova,Standard,684
Ontario,London,M5B 3E4,Female,Bachelor,80455,Married,Star,Standard,472
British Columbia,Vancouver,V6E 3D9,Female,Doctor,80926,Married,Aurora,Standard,2461
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,69331,Married,Nova,Standard,598
Quebec,Montreal,H2Y 2W2,Male,Bachelor,50064,Single,Star,Standard,559
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,72919,Married,Aurora,Standard,823
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,57852,Single,Star,Standard,2221
Ontario,Toronto,P1L 8X8,Male,Bachelor,47178,Divorced,Nova,Standard,453
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,65461,Married,Star,Standard,401
Saskatchewan,Regina,S6J 3G0,Female,Bachelor,62633,Single,Aurora,Standard,1266
Quebec,Montreal,H2T 9K8,Female,Bachelor,47921,Single,Nova,Standard,317
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,47887,Single,Aurora,Standard,574
Quebec,Quebec City,G1B 3L5,Female,Bachelor,47544,Married,Star,Standard,1322
Ontario,Toronto,P2T 6G3,Female,Bachelor,54960,Married,Aurora,Standard,449
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79418,Married,Nova,2023 Promotion,930
Alberta,Edmonton,T9G 1W3,Male,Bachelor,47970,Married,Star,Standard,406
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,67445,Single,Nova,Standard,1358
British Columbia,Victoria,V10 6T5,Female,Bachelor,47695,Married,Nova,Standard,1166
Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,57604,Married,Nova,Standard,433
Quebec,Montreal,H2Y 2W2,Female,Bachelor,79936,Married,Aurora,Standard,472
Ontario,Toronto,M2Z 4K1,Female,Bachelor,70244,Married,Star,Standard,1129
Quebec,Quebec City,G1B 3L5,Male,Bachelor,82444,Married,Star,Standard,798
Ontario,Toronto,P2T 6G3,Female,High School or Below,41405,Married,Star,Standard,927
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,48014,Married,Star,Standard,599
Ontario,Toronto,P1J 8T7,Female,Bachelor,78592,Married,Nova,2023 Promotion,1881
Ontario,Toronto,M2P 4F6,Female,Bachelor,51955,Married,Aurora,Standard,1602
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,65666,Married,Star,Standard,319
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,69971,Divorced,Nova,Standard,977
Quebec,Hull,J8Y 3Z5,Female,Bachelor,51430,Married,Aurora,Standard,520
Ontario,Trenton,K8V 4B2,Male,Bachelor,70912,Married,Star,Standard,1100
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,66041,Divorced,Aurora,2023 Promotion,1143
Quebec,Hull,J8Y 3Z5,Female,Bachelor,53866,Married,Star,Standard,2557
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,54908,Married,Nova,Standard,933
Quebec,Montreal,H2T 9K8,Male,High School or Below,39370,Divorced,Star,Standard,803
Quebec,Montreal,H2T 2J6,Female,High School or Below,72896,Divorced,Star,Standard,2112
Quebec,Montreal,H4G 3T4,Female,Bachelor,72526,Divorced,Aurora,Standard,1094
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,62021,Married,Nova,Standard,1176
Quebec,Quebec City,G1B 3L5,Male,Bachelor,47237,Single,Star,Standard,1158
Ontario,Toronto,P1L 8X8,Female,Bachelor,60890,Married,Aurora,Standard,611
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,74689,Married,Aurora,Standard,717
Alberta,Calgary,T3E 2V9,Female,Bachelor,52559,Single,Nova,Standard,596
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,65664,Divorced,Nova,Standard,764
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,71419,Married,Nova,Standard,1135
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,80586,Married,Star,2023 Promotion,1688
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,66754,Married,Star,Standard,1348
Quebec,Montreal,H2Y 4R4,Female,Bachelor,57940,Married,Star,Standard,1067
Quebec,Montreal,H4G 3T4,Male,Bachelor,71269,Married,Nova,Standard,435
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,82675,Single,Star,Standard,405
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,66629,Married,Nova,Standard,1239
Ontario,Toronto,M2M 7K8,Male,Bachelor,61177,Divorced,Star,Standard,2230
Alberta,Banff,T4V 1D4,Male,Bachelor,58260,Married,Aurora,Standard,594
Quebec,Montreal,H2T 9K8,Male,Bachelor,68015,Married,Star,Standard,1391
Ontario,Ottawa,K1F 2R2,Male,Bachelor,56194,Married,Star,Standard,1792
Alberta,Banff,T4V 1D4,Male,Bachelor,71792,Married,Nova,2018 Promotion,372
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,59531,Single,Star,Standard,1033
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,72888,Married,Star,Standard,587
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,49355,Married,Star,Standard,308
Ontario,Ottawa,K1F 2R2,Male,Bachelor,70746,Single,Nova,Standard,420
Quebec,Montreal,H2Y 2W2,Female,Bachelor,66223,Married,Aurora,Standard,2022
Ontario,London,M5B 3E4,Female,Master,56414,Divorced,Star,2023 Promotion,470
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,73135,Single,Star,Standard,2078
Ontario,Ottawa,K1F 2R2,Male,Bachelor,56496,Married,Aurora,Standard,324
Quebec,Montreal,H2Y 2W2,Female,Bachelor,76014,Married,Aurora,Standard,2193
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,57631,Married,Nova,2023 Promotion,543
Quebec,Montreal,H3T 8L4,Female,Bachelor,55958,Married,Nova,Standard,365
Quebec,Quebec City,G1B 3L5,Male,Bachelor,57975,Married,Star,Standard,1195
Quebec,Montreal,H3T 8L4,Female,Bachelor,61093,Married,Star,Standard,855
Ontario,Toronto,M2M 7K8,Male,Bachelor,68546,Single,Nova,Standard,2906
Ontario,Toronto,M2M 7K8,Male,Bachelor,47810,Single,Nova,Standard,748
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,75616,Married,Nova,Standard,539
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,50800,Divorced,Star,Standard,1297
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,50879,Single,Star,Standard,432
Ontario,Ottawa,K1F 2R2,Male,Bachelor,69441,Married,Star,Standard,338
Ontario,Toronto,P2T 6G3,Female,Bachelor,79798,Married,Star,Standard,1523
Ontario,Toronto,M2M 6J7,Female,Bachelor,60639,Married,Nova,Standard,537
Quebec,Quebec City,G1B 3L5,Female,Bachelor,65997,Divorced,Aurora,Standard,1188
Ontario,Toronto,M1R 4K3,Female,Bachelor,50303,Divorced,Aurora,Standard,557
British Columbia,Victoria,V10 6T5,Male,Bachelor,70384,Single,Aurora,Standard,1240
Ontario,Toronto,P2T 6G3,Male,Bachelor,51978,Married,Nova,2023 Promotion,990
Quebec,Montreal,H2T 2J6,Male,Bachelor,70684,Married,Nova,Standard,365
Ontario,London,M5B 3E4,Male,Bachelor,62344,Married,Star,Standard,972
Alberta,Banff,T4V 1D4,Female,Bachelor,49831,Single,Star,Standard,1042
Ontario,Toronto,M2Z 4K1,Female,Bachelor,81741,Divorced,Star,Standard,1137
Ontario,Toronto,P1J 8T7,Male,Bachelor,80444,Single,Star,Standard,1338
Ontario,Toronto,M8Y 4K8,Male,High School or Below,58823,Married,Star,2023 Promotion,472
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56566,Married,Star,Standard,608
Quebec,Montreal,H2Y 2W2,Male,Bachelor,46726,Married,Aurora,Standard,811
Ontario,Toronto,M8Y 4K8,Male,High School or Below,72896,Divorced,Star,Standard,1845
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,69804,Married,Star,Standard,1575
Ontario,Toronto,M2M 7K8,Male,Bachelor,65848,Married,Star,Standard,539
Ontario,Toronto,M8Y 4K8,Female,Bachelor,59867,Married,Aurora,Standard,1283
Ontario,Toronto,M2M 7K8,Female,Bachelor,51699,Married,Aurora,Standard,3063
Ontario,Toronto,M2M 7K8,Female,Bachelor,62630,Single,Aurora,Standard,649
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,72888,Married,Star,2023 Promotion,1308
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,51142,Married,Star,Standard,2312
Ontario,Ottawa,K1F 2R2,Male,Bachelor,63907,Married,Star,Standard,546
Quebec,Hull,J8Y 3Z5,Female,Bachelor,65371,Married,Aurora,Standard,779
Quebec,Montreal,H4G 3T4,Male,High School or Below,50426,Married,Aurora,Standard,525
Ontario,Toronto,P1W 1K4,Male,Bachelor,69546,Married,Aurora,Standard,2251
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,67227,Divorced,Aurora,Standard,1351
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,69227,Married,Star,Standard,1538
Ontario,Ottawa,K1F 2R2,Female,Bachelor,72823,Married,Nova,Standard,642
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,73602,Married,Aurora,Standard,1027
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,73654,Married,Star,Standard,1146
Ontario,Toronto,M2M 6J7,Male,Bachelor,80183,Married,Star,Standard,771
British Columbia,Victoria,V10 6T5,Female,Bachelor,74702,Divorced,Nova,Standard,1297
Quebec,Montreal,H3T 8L4,Female,Bachelor,73702,Married,Star,2023 Promotion,873
Quebec,Montreal,H3T 8L4,Female,Bachelor,46607,Married,Aurora,Standard,537
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,79543,Married,Nova,Standard,1686
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,67132,Single,Aurora,Standard,1881
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,50660,Single,Aurora,Standard,950
Ontario,Kingston,M9K 2P4,Female,Bachelor,57975,Married,Nova,Standard,1242
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69240,Divorced,Star,Standard,568
Quebec,Montreal,H4G 3T4,Male,Bachelor,56639,Married,Nova,Standard,1692
Ontario,Toronto,M1R 4K3,Female,Bachelor,52587,Single,Aurora,Standard,1557
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,70208,Married,Nova,Standard,521
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68565,Divorced,Star,Standard,1031
Ontario,Toronto,P1W 1K4,Female,Bachelor,52929,Single,Star,Standard,1126
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,48073,Divorced,Nova,Standard,2277
Quebec,Quebec City,G1B 3L5,Female,Bachelor,54908,Married,Aurora,Standard,2502
Quebec,Quebec City,G1B 3L5,Male,Bachelor,66210,Married,Aurora,Standard,407
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,72350,Married,Star,Standard,1566
Ontario,Toronto,M8Y 4K8,Female,Bachelor,76115,Divorced,Star,Standard,693
British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,69091,Married,Nova,Standard,1226
Ontario,Kingston,M9K 2P4,Male,Bachelor,57458,Single,Star,Standard,1946
British Columbia,Victoria,V10 6T5,Male,Bachelor,54144,Married,Nova,Standard,721
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,56078,Married,Nova,Standard,1128
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,63673,Married,Star,Standard,497
Ontario,Toronto,M1R 4K3,Male,Bachelor,70473,Married,Star,2023 Promotion,1212
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,53866,Married,Star,Standard,2667
Quebec,Quebec City,G1B 3L5,Male,Bachelor,69824,Divorced,Nova,Standard,355
Quebec,Hull,J8Y 3Z5,Female,Bachelor,66488,Married,Star,Standard,2228
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,55257,Single,Star,Standard,1041
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,60227,Married,Aurora,Standard,1299
Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,73785,Married,Star,Standard,537
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,64612,Married,Nova,Standard,1354
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,81505,Divorced,Nova,Standard,1761
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,73044,Married,Nova,Standard,792
Ontario,Toronto,P1L 8X8,Female,Bachelor,53587,Married,Star,Standard,1149
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,51281,Married,Star,Standard,437
Ontario,Toronto,P5S 6R4,Female,Bachelor,48107,Single,Nova,Standard,2111
Ontario,Toronto,P1W 1K4,Male,Bachelor,78830,Married,Nova,Standard,1047
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,72416,Married,Nova,Standard,408
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,63654,Married,Star,Standard,890
Quebec,Montreal,H2Y 2W2,Male,Bachelor,82566,Married,Star,Standard,2475
Ontario,Toronto,P2T 6G3,Female,Bachelor,59647,Married,Aurora,Standard,390
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,82727,Married,Star,Standard,1121
Quebec,Montreal,H2T 9K8,Male,High School or Below,66275,Married,Aurora,Standard,1842
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,62706,Married,Star,Standard,630
Ontario,Toronto,P1W 1K4,Male,Bachelor,58299,Married,Nova,Standard,385
Manitoba,Winnipeg,R2C 0M5,Male,Master,74124,Married,Aurora,Standard,1439
Ontario,Toronto,M2M 6J7,Male,Bachelor,46607,Married,Nova,Standard,492
Quebec,Montreal,H4G 3T4,Male,Bachelor,64308,Married,Star,Standard,521
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56868,Married,Aurora,Standard,2215
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,79599,Married,Star,Standard,965
Quebec,Montreal,H2Y 2W2,Female,Bachelor,78247,Married,Aurora,2023 Promotion,1257
Ontario,Toronto,M2M 7K8,Male,Bachelor,82675,Single,Star,Standard,1382
Alberta,Peace River,T9O 2W2,Female,Bachelor,68823,Single,Aurora,Standard,1394
Quebec,Montreal,H4G 3T4,Female,Bachelor,70053,Married,Star,Standard,466
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,55590,Married,Aurora,Standard,449
Quebec,Montreal,H2Y 2W2,Male,High School or Below,74119,Divorced,Aurora,Standard,948
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,54633,Married,Star,Standard,892
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,64614,Married,Nova,Standard,1170
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,67569,Married,Nova,Standard,772
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,81518,Divorced,Aurora,Standard,329
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,61402,Divorced,Star,Standard,900
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,82395,Married,Aurora,Standard,1601
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,65094,Married,Nova,Standard,416
British Columbia,Kelowna,V09 2E9,Male,Bachelor,59867,Married,Star,Standard,1097
British Columbia,Victoria,V10 6T5,Female,Bachelor,70676,Divorced,Nova,Standard,978
Ontario,Toronto,M2M 7K8,Female,Bachelor,48324,Married,Nova,Standard,1155
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,47940,Married,Aurora,Standard,2271
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,77478,Single,Aurora,Standard,1290
Ontario,Toronto,P5S 6R4,Male,Bachelor,79034,Single,Nova,Standard,1029
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,62524,Married,Star,Standard,988
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,54734,Single,Star,Standard,2681
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54858,Married,Aurora,Standard,3177
Ontario,Toronto,M2M 7K8,Female,High School or Below,54033,Single,Nova,Standard,2196
Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,55502,Married,Aurora,Standard,901
Quebec,Montreal,H4G 3T4,Male,Bachelor,58127,Divorced,Star,Standard,706
Ontario,Toronto,M2M 7K8,Female,Bachelor,78636,Married,Star,Standard,1001
Alberta,Banff,T4V 1D4,Male,High School or Below,63422,Married,Aurora,Standard,1307
Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,51124,Married,Star,Standard,1222
