Loyalty Number;Country;Province;City;Postal Code;Gender;Education;Salary;Marital Status;Loyalty Card;Enrollment Type;Enrollment Year;Enrollment Month
539358;Canada;Quebec;Hull;J8Y 3Z5;Male;Master;108218;Married;Star;Standard;2019;8
115405;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;50797;Single;Star;Standard;2020;7
115427;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;95967;Married;Nova;Standard;2021;11
115505;Canada;Newfoundland;St. John's;A1C 6H9;Male;Bachelor;-10605;Married;Nova;2023 Promotion;2023;4
115529;Canada;British Columbia;Vancouver;V6E 3D9;Male;Master;101038;Married;Star;Standard;2019;11
115633;Canada;Ontario;Sudbury;M5V 1G5;Male;Bachelor;80218;Married;Nova;Standard;2017;10
115705;Canada;Quebec;Tremblant;H5Y 2S9;Male;Bachelor;71498;Married;Aurora;Standard;2018;3
115749;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;104712;Married;Nova;Standard;2023;6
115805;Canada;Ontario;Sudbury;M5V 1G5;Male;Bachelor;54096;Divorced;Star;Standard;2019;11
115852;Canada;Ontario;Ottawa;K1F 2R2;Female;Bachelor;59314;Married;Nova;Standard;2022;4
116016;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;56700;Married;Aurora;Standard;2018;9
116045;Canada;Quebec;Quebec City;G1B 3L5;Female;College;0;Single;Aurora;Standard;2019;5
116164;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;101599;Married;Aurora;Standard;2022;11
116238;Canada;Saskatchewan;Regina;S1J 3C5;Male;Master;81765;Single;Nova;Standard;2023;7
116288;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;50072;Married;Star;Standard;2022;7
116332;Canada;Ontario;Toronto;M2Z 4K1;Female;Bachelor;62706;Married;Aurora;Standard;2017;6
116372;Canada;Ontario;Ottawa;K1F 2R2;Female;Bachelor;95638;Single;Star;Standard;2020;4
116562;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;61014;Married;Nova;Standard;2023;6
116703;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;65838;Married;Star;Standard;2019;5
116732;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;Bachelor;72583;Married;Aurora;Standard;2022;12
116735;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;92144;Married;Aurora;Standard;2020;11
116895;Canada;Ontario;Toronto;P1J 8T7;Female;Doctor;299899;Married;Nova;2023 Promotion;2023;4
116897;Canada;Quebec;Montreal;H4G 3T4;Male;College;0;Married;Nova;Standard;2023;8
486812;Canada;Ontario;Toronto;M2Z 4K1;Female;Bachelor;76837;Married;Star;Standard;2023;8
116948;Canada;Yukon;Whitehorse;Y2K 6R0;Male;Bachelor;87262;Married;Nova;Standard;2022;9
116999;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;55066;Married;Aurora;Standard;2019;12
117033;Canada;Ontario;Trenton;K8V 4B2;Female;Bachelor;49139;Married;Star;Standard;2019;9
117053;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;74994;Married;Aurora;Standard;2019;10
117169;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;55144;Married;Aurora;Standard;2018;11
117219;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;69803;Divorced;Star;Standard;2019;10
117240;Canada;Ontario;Toronto;P1W 1K4;Female;Bachelor;52528;Married;Aurora;Standard;2022;12
117333;Canada;Nova Scotia;Halifax;B3J 9S2;Female;Bachelor;96798;Married;Star;Standard;2017;12
117342;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;47178;Divorced;Star;Standard;2021;7
117351;Canada;Manitoba;Winnipeg;R6Y 4T5;Female;Bachelor;97461;Married;Nova;Standard;2017;10
117358;Canada;Ontario;Toronto;M2Z 4K1;Male;Bachelor;86365;Divorced;Nova;Standard;2023;11
117408;Canada;Saskatchewan;Regina;S6J 3G0;Female;College;0;Married;Aurora;Standard;2021;1
117456;Canada;Alberta;Edmonton;T9G 1W3;Female;College;0;Married;Star;Standard;2020;12
117460;Canada;Quebec;Quebec City;G1B 3L5;Female;Bachelor;60148;Divorced;Nova;Standard;2019;12
117482;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;53563;Married;Nova;2023 Promotion;2023;2
117618;Canada;Newfoundland;St. John's;A1C 6H9;Male;High School or Below;67024;Married;Star;Standard;2017;7
117725;Canada;British Columbia;Dawson Creek;U5I 4F1;Female;Bachelor;80107;Married;Nova;Standard;2018;7
117782;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;97704;Divorced;Star;Standard;2019;12
117832;Canada;Quebec;Montreal;H2T 9K8;Male;College;0;Divorced;Star;Standard;2020;7
117910;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;59917;Married;Star;Standard;2020;4
117915;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;75996;Married;Star;2023 Promotion;2023;3
117932;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;81063;Single;Star;Standard;2019;11
748649;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;54457;Divorced;Nova;Standard;2021;3
118298;Canada;Ontario;Ottawa;K1F 2R2;Male;Bachelor;53587;Married;Nova;Standard;2019;5
118320;Canada;Ontario;Kingston;M9K 2P4;Female;Bachelor;78268;Married;Nova;Standard;2019;8
118332;Canada;Alberta;Banff;T4V 1D4;Female;Bachelor;48896;Single;Star;Standard;2020;10
118355;Canada;Quebec;Montreal;H2T 9K8;Female;Doctor;198691;Divorced;Star;Standard;2022;8
118365;Canada;Quebec;Quebec City;G1B 3L5;Male;Bachelor;91239;Married;Star;Standard;2017;10
118379;Canada;New Brunswick;Moncton;E1A 2A7;Female;Bachelor;51923;Married;Nova;Standard;2019;3
118418;Canada;Quebec;Quebec City;G1B 3L5;Male;Bachelor;50847;Married;Aurora;2023 Promotion;2023;3
118514;Canada;Ontario;Toronto;P1L 8X8;Female;Bachelor;61008;Married;Aurora;Standard;2023;10
118612;Canada;Ontario;Ottawa;K1G 4Z0;Female;College;0;Married;Nova;Standard;2022;9
118628;Canada;Ontario;Sudbury;M5V 1G5;Female;High School or Below;62006;Married;Star;Standard;2021;9
118632;Canada;Ontario;Toronto;M8Y 4K8;Female;College;0;Single;Aurora;Standard;2021;10
118675;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;53925;Married;Nova;Standard;2021;12
118688;Canada;Nova Scotia;Halifax;B3J 9S2;Female;Bachelor;55009;Married;Star;Standard;2018;8
118864;Canada;Ontario;Toronto;M2M 7K8;Female;College;0;Married;Star;Standard;2021;8
119009;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;74544;Married;Aurora;Standard;2017;6
119015;Canada;British Columbia;Victoria;V10 6T5;Female;Bachelor;69964;Married;Aurora;Standard;2023;5
119135;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;67862;Divorced;Star;Standard;2018;1
119198;Canada;Quebec;Hull;J8Y 3Z5;Male;College;0;Divorced;Star;2023 Promotion;2023;4
119200;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;69835;Divorced;Star;Standard;2022;5
119408;Canada;British Columbia;Whistler;V6T 1Y8;Female;College;0;Single;Star;Standard;2023;11
119460;Canada;British Columbia;Whistler;V6T 1Y8;Female;Doctor;297762;Married;Aurora;Standard;2021;1
119488;Canada;Quebec;Tremblant;H5Y 2S9;Female;College;0;Single;Star;Standard;2022;6
119519;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;81276;Married;Nova;Standard;2018;7
119633;Canada;Newfoundland;St. John's;A1C 6H9;Male;Bachelor;53166;Married;Aurora;Standard;2019;3
119634;Canada;Saskatchewan;Regina;S1J 3C5;Female;Master;114838;Divorced;Star;2023 Promotion;2023;3
119638;Canada;British Columbia;Vancouver;V5R 1W3;Female;College;0;Single;Nova;2023 Promotion;2023;2
119690;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;72225;Divorced;Star;Standard;2023;7
119731;Canada;Ontario;Trenton;K8V 4B2;Female;Bachelor;66055;Single;Nova;Standard;2019;12
119837;Canada;British Columbia;Vancouver;V5R 1W3;Male;College;0;Single;Star;Standard;2019;12
119845;Canada;Quebec;Hull;J8Y 3Z5;Female;Bachelor;65690;Married;Star;Standard;2019;2
119917;Canada;Ontario;Toronto;P1L 8X8;Male;High School or Below;62283;Married;Nova;Standard;2019;5
119997;Canada;Yukon;Whitehorse;Y2K 6R0;Male;Bachelor;50013;Divorced;Star;Standard;2022;1
120046;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Bachelor;56411;Married;Star;Standard;2022;7
120126;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Divorced;Aurora;Standard;2022;8
120140;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;58623;Married;Nova;Standard;2020;3
120164;Canada;New Brunswick;Fredericton;E3B 2H2;Female;College;0;Single;Nova;Standard;2019;9
120192;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;65324;Married;Aurora;Standard;2018;3
120206;Canada;British Columbia;Victoria;V10 6T5;Male;Bachelor;104968;Married;Star;Standard;2019;6
120393;Canada;Quebec;Tremblant;H5Y 2S9;Female;High School or Below;80919;Single;Star;Standard;2021;3
120434;Canada;Ontario;Ottawa;K1F 2R2;Female;Bachelor;97949;Married;Aurora;Standard;2022;5
120554;Canada;Quebec;Montreal;H3T 8L4;Male;College;0;Single;Nova;Standard;2018;11
393806;Canada;Ontario;Toronto;P1J 8T7;Male;College;0;Single;Star;Standard;2017;5
120594;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;62537;Married;Star;Standard;2021;5
120613;Canada;Quebec;Hull;J8Y 3Z5;Female;College;0;Single;Star;Standard;2023;12
120635;Canada;Quebec;Montreal;H2T 2J6;Female;Bachelor;85848;Married;Nova;Standard;2020;12
120799;Canada;Ontario;Thunder Bay;K8T 5M5;Male;College;0;Married;Star;Standard;2022;10
120868;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;73455;Divorced;Nova;Standard;2022;1
975387;Canada;British Columbia;Vancouver;V5R 1W3;Female;High School or Below;62209;Married;Star;Standard;2021;8
121095;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;69278;Married;Star;Standard;2019;3
121139;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;76456;Married;Aurora;Standard;2021;6
121183;Canada;Quebec;Quebec City;G1B 3L5;Female;Bachelor;53016;Single;Star;Standard;2019;5
121410;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;65986;Married;Nova;Standard;2019;4
121469;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;88160;Married;Aurora;Standard;2018;10
121605;Canada;British Columbia;West Vancouver;V6V 8Z3;Female;Bachelor;56193;Single;Star;Standard;2019;1
481076;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;78976;Married;Nova;Standard;2022;11
121737;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;84551;Single;Nova;Standard;2021;11
121751;Canada;Ontario;Toronto;P1W 1K4;Male;Bachelor;83189;Married;Star;Standard;2023;7
121856;Canada;Saskatchewan;Regina;S6J 3G0;Male;Master;113785;Married;Nova;Standard;2022;4
121919;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;74655;Married;Nova;Standard;2022;10
121930;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;Bachelor;58612;Married;Nova;Standard;2023;10
121935;Canada;Yukon;Whitehorse;Y2K 6R0;Female;Doctor;299560;Married;Star;Standard;2020;10
121999;Canada;Ontario;Ottawa;K1G 4Z0;Female;Bachelor;54894;Married;Nova;Standard;2021;4
122009;Canada;Quebec;Montreal;H2Y 4R4;Male;Bachelor;47536;Married;Nova;Standard;2017;11
122020;Canada;Ontario;Thunder Bay;K8T 5M5;Male;Bachelor;56759;Divorced;Nova;Standard;2020;9
122049;Canada;British Columbia;Victoria;V10 6T5;Female;Master;101393;Married;Nova;Standard;2017;7
122094;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;67059;Married;Star;Standard;2019;10
122166;Canada;Ontario;Toronto;P1J 8T7;Female;Bachelor;73218;Married;Star;Standard;2021;8
122173;Canada;Ontario;Toronto;M2Z 4K1;Female;Bachelor;82761;Married;Nova;Standard;2017;10
122206;Canada;Ontario;Trenton;K8V 4B2;Female;Bachelor;68546;Single;Nova;Standard;2019;10
122283;Canada;Ontario;Toronto;M8Y 4K8;Male;Bachelor;74727;Married;Aurora;Standard;2020;5
122357;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;89345;Married;Star;Standard;2018;5
122456;Canada;Alberta;Calgary;T3E 2V9;Male;Bachelor;102601;Married;Star;Standard;2022;2
122519;Canada;Nova Scotia;Halifax;B3J 9S2;Male;Bachelor;49927;Married;Star;2023 Promotion;2023;3
122545;Canada;Ontario;Toronto;P1J 8T7;Female;College;0;Single;Nova;Standard;2022;6
122561;Canada;Ontario;Toronto;M2Z 4K1;Male;Bachelor;97537;Divorced;Nova;Standard;2023;6
122577;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;62063;Married;Nova;Standard;2019;11
168026;Canada;Ontario;Toronto;M2M 6J7;Male;College;0;Single;Star;Standard;2017;9
122797;Canada;Ontario;Toronto;M2M 7K8;Male;Bachelor;59374;Divorced;Aurora;2023 Promotion;2023;4
122858;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;62259;Married;Nova;Standard;2023;5
122890;Canada;Alberta;Edmonton;T3G 6Y6;Female;Bachelor;64760;Married;Nova;Standard;2020;2
122946;Canada;Ontario;Kingston;M9K 2P4;Male;Bachelor;101984;Married;Nova;Standard;2022;1
122958;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;49512;Married;Star;Standard;2021;6
123060;Canada;Ontario;Toronto;P1J 8T7;Male;Doctor;58178;Divorced;Nova;Standard;2023;12
123083;Canada;Ontario;Toronto;M2M 6J7;Male;Bachelor;81518;Divorced;Star;Standard;2021;8
123094;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;92223;Married;Star;Standard;2023;1
123115;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;78830;Married;Star;Standard;2017;8
123151;Canada;Saskatchewan;Regina;S1J 3C5;Female;College;0;Married;Nova;Standard;2019;6
672570;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;58894;Married;Nova;Standard;2020;10
123344;Canada;Ontario;Toronto;M2Z 4K1;Male;Bachelor;85880;Married;Aurora;Standard;2021;10
123393;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;100776;Married;Aurora;Standard;2018;9
123420;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;70946;Married;Aurora;Standard;2020;4
123525;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;65997;Divorced;Aurora;Standard;2020;1
123538;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;62862;Married;Star;Standard;2021;1
123667;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;74522;Divorced;Star;Standard;2018;7
486200;Canada;Quebec;Montreal;H2Y 4R4;Female;College;0;Single;Star;2023 Promotion;2023;2
123697;Canada;Ontario;Toronto;P1W 1K4;Male;College;0;Married;Nova;Standard;2019;6
123702;Canada;Ontario;Thunder Bay;K8T 5M5;Male;Bachelor;64588;Single;Star;Standard;2018;1
123727;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Bachelor;51591;Married;Nova;Standard;2023;5
123773;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;85235;Married;Nova;Standard;2017;11
123780;Canada;Nova Scotia;Halifax;B3J 9S2;Male;College;0;Single;Star;Standard;2023;12
123784;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;77615;Married;Star;Standard;2017;8
567420;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;96623;Single;Star;Standard;2020;2
123908;Canada;Quebec;Quebec City;G1B 3L5;Male;College;0;Single;Nova;Standard;2017;11
123928;Canada;Quebec;Tremblant;H5Y 2S9;Male;Bachelor;52589;Divorced;Star;Standard;2023;12
123944;Canada;Nova Scotia;Halifax;B3J 9S2;Male;High School or Below;73479;Married;Aurora;Standard;2022;10
124038;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;63970;Married;Nova;Standard;2020;1
124056;Canada;Newfoundland;St. John's;A1C 6H9;Female;Bachelor;64417;Single;Nova;Standard;2021;11
124088;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;75231;Single;Nova;Standard;2022;3
124119;Canada;Ontario;Toronto;M2M 7K8;Male;College;0;Married;Star;Standard;2017;11
124195;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;74870;Married;Nova;Standard;2023;6
124207;Canada;Ontario;Toronto;P1J 8T7;Female;Bachelor;92999;Married;Star;Standard;2023;10
124351;Canada;Quebec;Hull;J8Y 3Z5;Female;College;0;Single;Star;2023 Promotion;2023;3
124355;Canada;Ontario;Toronto;M1R 4K3;Female;Bachelor;70254;Married;Nova;Standard;2018;2
124377;Canada;British Columbia;Whistler;V6T 1Y8;Male;College;0;Single;Nova;Standard;2023;5
124536;Canada;Quebec;Hull;J8Y 3Z5;Female;Bachelor;53814;Divorced;Nova;Standard;2018;10
124678;Canada;Nova Scotia;Halifax;B3J 9S2;Male;Doctor;152955;Married;Star;Standard;2018;6
124761;Canada;Nova Scotia;Halifax;B3C 2M8;Female;Bachelor;64046;Married;Aurora;Standard;2019;1
124931;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;68956;Married;Aurora;Standard;2020;4
124987;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;76153;Married;Star;Standard;2018;7
125059;Canada;Ontario;Toronto;M8Y 4K8;Female;Bachelor;58314;Single;Nova;Standard;2023;9
125068;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;19464;Married;Star;2023 Promotion;2023;3
125300;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;88198;Married;Star;Standard;2021;3
125393;Canada;Manitoba;Winnipeg;R3R 3T4;Male;Bachelor;47021;Single;Star;Standard;2019;7
125493;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;54529;Married;Star;Standard;2023;10
125606;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;51166;Married;Star;Standard;2023;10
125919;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;73602;Married;Nova;Standard;2021;11
125969;Canada;British Columbia;West Vancouver;V6V 8Z3;Male;Bachelor;51476;Married;Star;Standard;2021;8
125996;Canada;British Columbia;Vancouver;V1E 4R6;Female;College;0;Single;Star;Standard;2018;11
126097;Canada;Ontario;Toronto;P5S 6R4;Male;College;0;Single;Star;Standard;2020;4
126100;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Master;121261;Divorced;Nova;Standard;2018;11
126181;Canada;Saskatchewan;Regina;S6J 3G0;Male;Bachelor;84929;Married;Nova;Standard;2019;4
126216;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;77542;Married;Star;Standard;2017;11
126219;Canada;Alberta;Edmonton;T3G 6Y6;Male;College;0;Divorced;Nova;Standard;2019;1
126239;Canada;Quebec;Hull;J8Y 3Z5;Female;Bachelor;99537;Married;Star;Standard;2017;9
126262;Canada;Ontario;Toronto;M1R 4K3;Female;Bachelor;62472;Married;Aurora;Standard;2018;7
126424;Canada;Quebec;Montreal;H2Y 2W2;Male;High School or Below;80289;Divorced;Nova;Standard;2020;3
126466;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;91817;Married;Nova;Standard;2017;12
126490;Canada;Ontario;Thunder Bay;K8T 5M5;Male;College;0;Single;Star;Standard;2019;11
126526;Canada;British Columbia;Vancouver;V6E 3D9;Female;High School or Below;78331;Married;Nova;Standard;2020;6
126581;Canada;Quebec;Quebec City;G1B 3L5;Female;Bachelor;64046;Married;Aurora;Standard;2020;6
261582;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;74770;Married;Star;2018 Promotion;2017;7
127039;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Single;Nova;Standard;2018;8
127052;Canada;Ontario;Trenton;K8V 4B2;Female;Bachelor;80656;Married;Star;Standard;2023;12
127127;Canada;Quebec;Quebec City;G1B 3L5;Female;High School or Below;74090;Married;Star;Standard;2020;4
127128;Canada;Alberta;Edmonton;T9G 1W3;Female;College;0;Single;Aurora;Standard;2022;6
511588;Canada;Quebec;Montreal;H4G 3T4;Female;College;0;Single;Nova;2018 Promotion;2021;10
127185;Canada;Quebec;Montreal;H2Y 2W2;Male;College;0;Divorced;Aurora;Standard;2021;7
127241;Canada;Ontario;Toronto;M2P 4F6;Female;Bachelor;70418;Married;Nova;Standard;2023;5
127279;Canada;Quebec;Hull;J8Y 3Z5;Female;College;0;Married;Aurora;Standard;2018;12
127289;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Single;Nova;Standard;2018;12
127311;Canada;Alberta;Edmonton;T3G 6Y6;Male;Bachelor;48636;Married;Aurora;Standard;2019;2
127350;Canada;Ontario;London;M5B 3E4;Male;High School or Below;51775;Divorced;Nova;Standard;2019;4
206680;Canada;Nova Scotia;Halifax;B3J 9S2;Male;College;0;Married;Nova;Standard;2018;3
127410;Canada;Alberta;Edmonton;T9G 1W3;Female;Bachelor;87747;Married;Star;Standard;2021;7
127496;Canada;Alberta;Edmonton;T9G 1W3;Male;Bachelor;50688;Married;Star;Standard;2023;11
127590;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;80927;Married;Star;Standard;2022;4
127645;Canada;British Columbia;Whistler;V6T 1Y8;Male;College;0;Single;Star;Standard;2021;4
127663;Canada;British Columbia;Vancouver;V6E 3D9;Female;College;0;Single;Star;Standard;2017;10
127725;Canada;Ontario;Toronto;P1J 8T7;Male;College;0;Single;Star;Standard;2020;4
127785;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;68641;Married;Star;Standard;2019;5
127827;Canada;Ontario;Toronto;P2T 6G3;Female;Bachelor;64546;Married;Nova;Standard;2018;12
127882;Canada;Ontario;Ottawa;K1F 2R2;Female;College;0;Single;Aurora;Standard;2021;11
127946;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;62259;Married;Nova;Standard;2021;12
127966;Canada;British Columbia;Whistler;V6T 1Y8;Female;College;0;Divorced;Star;Standard;2021;2
128007;Canada;Quebec;Quebec City;G1B 3L5;Male;Bachelor;95606;Married;Nova;Standard;2021;9
128032;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;97363;Single;Star;Standard;2022;11
128039;Canada;Saskatchewan;Regina;S1J 3C5;Male;Bachelor;94052;Married;Star;Standard;2019;9
128041;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;78617;Married;Star;Standard;2021;12
128156;Canada;Ontario;Toronto;M8Y 4K8;Male;College;0;Married;Star;Standard;2019;12
128210;Canada;Ontario;Toronto;P1J 8T7;Male;College;0;Single;Star;Standard;2017;11
128280;Canada;Ontario;Sudbury;M5V 1G5;Female;Bachelor;63103;Married;Star;Standard;2021;11
128325;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Doctor;166533;Married;Nova;Standard;2022;10
128405;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;90194;Married;Star;Standard;2020;5
128459;Canada;Nova Scotia;Halifax;B3J 9S2;Female;Bachelor;84015;Married;Nova;Standard;2020;9
128467;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;88458;Married;Nova;Standard;2019;10
128475;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;99724;Divorced;Aurora;Standard;2018;12
128534;Canada;British Columbia;West Vancouver;V6V 8Z3;Male;College;0;Single;Aurora;Standard;2018;6
128572;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;77083;Married;Nova;Standard;2023;7
128587;Canada;Ontario;Toronto;M2M 6J7;Female;Bachelor;80194;Married;Nova;Standard;2022;7
